iter	Logloss
180	0.2142082588
181	0.213992247
182	0.2138794763
183	0.2137162603
184	0.2136058783
185	0.2134682746
186	0.2133327275
187	0.2130555528
188	0.2128634926
189	0.2127097422
190	0.2124437577
191	0.2122497942
192	0.2120710958
193	0.2118778476
194	0.2117375485
195	0.21149176
196	0.2113006579
197	0.2110805072
198	0.2108928925
199	0.2107718952
200	0.2105599839
201	0.21035133
202	0.2102511291
203	0.2100037822
204	0.209885212
205	0.2097651472
206	0.209649464
207	0.2095090244
208	0.209324782
209	0.2091848151
210	0.209045474
211	0.208882654
212	0.2086006379
213	0.2083210871
214	0.2081625081
215	0.2080172399
216	0.2078474579
217	0.2077285045
218	0.2075433168
219	0.2074122279
220	0.2073146841
221	0.2071821389
222	0.2070540647
223	0.2069026521
224	0.206806309
225	0.2067158676
226	0.2065269243
227	0.2063691118
228	0.2061886378
229	0.2060209891
230	0.2058871282
231	0.2057778194
232	0.205618244
233	0.2053657746
234	0.2051847896
235	0.2050449632
236	0.2048706974
237	0.2047350354
238	0.2045946213
239	0.2044694085
240	0.2042534223
241	0.2041056247
242	0.2040540425
243	0.2039742037
244	0.203841914
245	0.2037400525
246	0.2035927148
247	0.2034523007
248	0.2033789257
249	0.2031975319
250	0.2030486102
251	0.2029268465
252	0.2027746546
253	0.2026458906
254	0.2025425984
255	0.2023927059
256	0.2022354554
257	0.202130758
258	0.2020119451
259	0.2018988806
260	0.201778522
261	0.2016454404
262	0.2015023437
263	0.2013744739
264	0.2012988506
265	0.2012228441
266	0.2010600368
267	0.2009227141
268	0.2007905777
269	0.2007430321
270	0.200586382
271	0.2004863983
272	0.200418018
273	0.200273695
274	0.2001419163
275	0.2000401698
276	0.1999664498
277	0.1998991042
278	0.1997936404
279	0.1996410142
280	0.1995394081
281	0.1994370484
282	0.1993195513
283	0.1991890627
284	0.1990922215
285	0.198946966
286	0.1988565757
287	0.1987430769
288	0.1987087781
289	0.1985787495
290	0.1984643054
291	0.1983769171
292	0.1983178619
293	0.1981962004
294	0.1980014193
295	0.1979201753
296	0.1978298106
297	0.1976736842
298	0.1975447669
299	0.1974256858
300	0.1973199409
301	0.1972319522
302	0.1971541062
303	0.1970478503
304	0.1969695189
305	0.196787231
306	0.1966661315
307	0.1965425027
308	0.1964073772
309	0.1963316134
310	0.1961824362
311	0.1960804342
312	0.1959907592
313	0.1958313244
314	0.1957601976
315	0.1957128947
316	0.1955792893
317	0.1954482898
318	0.1953608376
319	0.1952939263
320	0.1951871084
321	0.1950527237
322	0.1949503768
323	0.1947911208
324	0.1946964
325	0.1944745249
326	0.1943933831
327	0.1942415106
328	0.1941108304
329	0.1939986857
330	0.1938690403
331	0.1937132972
332	0.1936326919
333	0.1935420461
334	0.1934948071
335	0.1933415805
336	0.1933118933
337	0.1931557286
338	0.1930537138
339	0.1930373628
340	0.1929305705
341	0.1928262052
342	0.1926754696
343	0.1925873275
344	0.1924871267
345	0.1923882288
346	0.1923774346
347	0.1922492837
348	0.1920682349
349	0.1920563038
350	0.1919726966
351	0.1917711069
352	0.1916337458
353	0.1915837987
354	0.1915655443
355	0.1914606681
356	0.1913045545
357	0.1912009685
358	0.1910953514
359	0.1910010777
360	0.1908359328
361	0.1907644611
362	0.1905788775
363	0.1905114041
364	0.1903342131
365	0.1902733184
366	0.1900968172
367	0.1900406491
368	0.1899402438
369	0.1897676132
370	0.1896330369
371	0.1895056781
372	0.1893766075
373	0.1892269194
374	0.1892001957
375	0.1890844103
376	0.1890641632
377	0.1889038725
378	0.1888023942
379	0.1887743548
380	0.1886436491
381	0.1885392839
382	0.1883638557
383	0.1882423602
384	0.1882312083
385	0.1881911229
386	0.1880179302
387	0.1879556048
388	0.1877524694
389	0.1875992173
390	0.1874348643
391	0.1874234314
392	0.1873234349
393	0.1872175112
394	0.1870299986
395	0.186944552
396	0.1868104484
397	0.1867071945
398	0.1865948198
399	0.186470118
400	0.1862648748
401	0.1861806034
402	0.1860438044
403	0.1859025983
404	0.1857567808
405	0.1856538462
406	0.1855435793
407	0.1853646893
408	0.1852336515
409	0.1851455861
410	0.1850181634
411	0.184912278
412	0.1847676229
413	0.1846962662
414	0.1846432532
415	0.1844968736
416	0.1844581039
417	0.1844471564
418	0.184436937
419	0.1843112899
420	0.1841419806
421	0.1840367339
422	0.1839685963
423	0.1839517343
424	0.1838159956
425	0.1835958577
426	0.1834753331
427	0.1833391473
428	0.1832167065
429	0.1831594781
430	0.1830569523
431	0.1829449736
432	0.1827706568
433	0.1826329636
434	0.1824809506
435	0.1822932081
436	0.182174178
437	0.1820170042
438	0.1818903096
439	0.1818542353
440	0.1817564104
441	0.1816852836
442	0.1815636349
443	0.1815160254
444	0.1813570887
445	0.1812244669
446	0.1810912192
447	0.1809521592
448	0.1808405765
449	0.1808298972
450	0.1806240154
451	0.1805416728
452	0.1804912786
453	0.1804334242
454	0.1802708341
455	0.1801521362
456	0.179971279
457	0.1798255125
458	0.1797283775
459	0.1795462301
460	0.1794450711
461	0.1793371035
462	0.1792318824
463	0.1790560965
464	0.1789085672
465	0.1787532457
466	0.1785843707
467	0.1785111361
468	0.1783987359
469	0.1782612088
470	0.1781048781
471	0.1780947992
472	0.1779474999
473	0.1778072391
474	0.1776761502
475	0.1775438988
476	0.1774628848
477	0.1773767739
478	0.1772060338
479	0.1770524112
480	0.1768677601
481	0.1767500713
482	0.1765851308
483	0.1764273438
484	0.1763023354
485	0.1761630582
486	0.176116739
487	0.176010151
488	0.1759241167
489	0.1757805091
490	0.1756430203
491	0.1755921918
492	0.1754696232
493	0.175460132
494	0.175341268
495	0.1751935727
496	0.175099695
497	0.1749976291
498	0.1748453989
499	0.1747006033
500	0.1745835021
501	0.1745259416
502	0.1743947888
503	0.1743670432
504	0.1742365675
505	0.1741210375
506	0.1740195337
507	0.1739064053
508	0.1737741157
509	0.1736372273
510	0.1735390192
511	0.1734090927
512	0.173341019
513	0.1732040795
514	0.1731950481
515	0.1730923307
516	0.1729302772
517	0.1727243059
518	0.1725661356
519	0.1724615149
520	0.1723798494
521	0.1723193635
522	0.1722393459
523	0.1721214911
524	0.1719982455
525	0.1719222646
526	0.1719128627
527	0.1717109281
528	0.1715750872
529	0.1714022266
530	0.1712607523
531	0.1711513412
532	0.1711437278
533	0.1710560968
534	0.1709543247
535	0.1708572279
536	0.1707484683
537	0.1707396286
538	0.1706293744
539	0.1705428547
540	0.1704655069
541	0.1703723063
542	0.1702602126
543	0.1701195942
544	0.1700842352
545	0.1699799721
546	0.169910672
547	0.1697893809
548	0.1696577811
549	0.1695212759
550	0.1693965358
551	0.169264476
552	0.1691264507
553	0.1690194795
554	0.1689025317
555	0.1687817771
556	0.1686364067
557	0.1686114203
558	0.1685155882
559	0.1684151191
560	0.1682016493
561	0.1680243689
562	0.1679062969
563	0.1677635963
564	0.1676869255
565	0.1675921664
566	0.167551851
567	0.16747389
568	0.1673570955
569	0.1672894944
570	0.1671952463
571	0.1671873007
572	0.1671178857
573	0.167044715
574	0.1669539671
575	0.1668438279
576	0.1668266082
577	0.1666859387
578	0.1666025998
579	0.166484234
580	0.1664480191
581	0.1663537327
582	0.1662605959
583	0.1662526376
584	0.1661679063
585	0.1660204664
586	0.1659486243
587	0.1658190555
588	0.1656963209
589	0.1655879701
590	0.1654438132
591	0.1653392819
592	0.1653312597
593	0.1651877543
594	0.1651174578
595	0.1650264288
596	0.1649243501
597	0.1647793884
598	0.1646491043
599	0.1646330216
600	0.1645569256
601	0.1644505548
602	0.1643538158
603	0.1642206191
604	0.1641081806
605	0.1640144051
606	0.1639278088
607	0.1638043333
608	0.1637248777
609	0.1636171784
610	0.1635878233
611	0.163484135
612	0.1633984201
613	0.1633355327
614	0.1631583672
615	0.1630984051
616	0.1629684787
617	0.1628432276
618	0.1627576532
619	0.1626365537
620	0.1625336703
621	0.1624325369
622	0.1622946649
623	0.1621864801
624	0.1621422047
625	0.1620345437
626	0.1619583583
627	0.1617938521
628	0.1617347331
629	0.16162651
630	0.1615552555
631	0.1614414118
632	0.1613626971
633	0.1612491855
634	0.1611232318
635	0.1610585177
636	0.1609159448
637	0.1608924275
638	0.1607797334
639	0.1606927156
640	0.1605974711
641	0.1604759628
642	0.1604083362
643	0.1603032683
644	0.1602019306
645	0.1600952148
646	0.1600090911
647	0.1598532842
648	0.1597363235
649	0.1596374384
650	0.159530084
651	0.159471016
652	0.1593897593
653	0.1592917173
654	0.1591963834
655	0.1591063763
656	0.1589930053
657	0.1589180207
658	0.1587992461
659	0.1587311468
660	0.1587246958
661	0.1586523427
662	0.1585190567
663	0.1584395628
664	0.1583621894
665	0.1583163683
666	0.158181907
667	0.1581072418
668	0.1580084206
669	0.1579483562
670	0.1579238936
671	0.1578087597
672	0.1577337751
673	0.1576257437
674	0.1575154639
675	0.15742211
676	0.1572897309
677	0.1572834333
678	0.1571995834
679	0.1571488698
680	0.1570965339
681	0.1569953621
682	0.1569340971
683	0.1569278249
684	0.1568794873
685	0.1568476285
686	0.1567445789
687	0.1565958489
688	0.1565171981
689	0.1564382407
690	0.1563482336
691	0.156241403
692	0.1561342657
693	0.1560342437
694	0.1559152136
695	0.1558478552
696	0.1557401048
697	0.1556731169
698	0.1555871209
699	0.1555088022
700	0.155435606
701	0.1553554224
702	0.1553034569
703	0.1552254704
704	0.1551814888
705	0.1550404615
706	0.1549750704
707	0.1548783569
708	0.1547641427
709	0.1547482643
710	0.1546744805
711	0.1545723252
712	0.1544618666
713	0.1544559905
714	0.1543576036
715	0.1542521397
716	0.1541317045
717	0.1541260072
718	0.1540566688
719	0.1539197932
720	0.1537579823
721	0.1536782074
722	0.1535493029
723	0.1534827365
724	0.1534248566
725	0.1533159693
726	0.1532272396
727	0.1531372326
728	0.1531008516
729	0.1530609706
730	0.1529159833
731	0.1528148883
732	0.1527160798
733	0.152689305
734	0.1526114335
735	0.1526060044
736	0.1525064934
737	0.1524298737
738	0.1523355362
739	0.1522451331
740	0.1520987918
741	0.1519770792
742	0.1518915431
743	0.1517932839
744	0.1517071219
745	0.1516709581
746	0.1515757392
747	0.1514750273
748	0.1514009625
749	0.1513033165
750	0.1512358559
751	0.1512035244
752	0.1510967576
753	0.1509649278
754	0.1508323315
755	0.1507918628
756	0.1506657814
757	0.1505684036
758	0.1504929464
759	0.1504245533
760	0.1502813161
761	0.1501885882
762	0.1501309637
763	0.1500470755
764	0.1499267297
765	0.1499216073
766	0.1499164465
767	0.1498214319
768	0.1497738736
769	0.1496570279
770	0.1496433339
771	0.1496383903
772	0.1495655646
773	0.1495032137
774	0.149406679
775	0.1493178216
776	0.1492453152
777	0.1491535964
778	0.1490452712
779	0.1489044356
780	0.1488146968
781	0.1487398144
782	0.1487340149
783	0.1486510081
784	0.1486001667
785	0.1485009878
786	0.148410853
787	0.148406101
788	0.1482505623
789	0.1481281087
790	0.1480291342
791	0.1479302107
792	0.1478361159
793	0.1477575546
794	0.1476465467
795	0.1475782047
796	0.1475127752
797	0.147405242
798	0.1473572109
799	0.1473002763
800	0.1471821149
801	0.1470841751
802	0.1469499309
803	0.1469422153
804	0.1468420528
805	0.146809734
806	0.1467210683
807	0.1466677998
808	0.1466442825
809	0.1465638944
810	0.1465154419
811	0.1464555819
812	0.1463495816
813	0.1462787358
814	0.146207558
815	0.1461085706
816	0.1460595816
817	0.1459438217
818	0.1458554114
819	0.1457123914
820	0.1456880182
821	0.1455919051
822	0.1454791727
823	0.1454216888
824	0.1453517756
825	0.1453021733
826	0.1452183107
827	0.145145536
828	0.1450633212
829	0.1450184838
830	0.1449504228
831	0.1449035159
832	0.1448245585
833	0.1447078662
834	0.1445534005
835	0.1444694484
836	0.1443596796
837	0.1443031282
838	0.1442038216
839	0.1441139678
840	0.1440319829
841	0.1439743329
842	0.1438923609
843	0.1438692268
844	0.143852978
845	0.1437954557
846	0.1436827361
847	0.1436582608
848	0.1436055288
849	0.1434964116
850	0.1434039646
851	0.1433450756
852	0.143299395
853	0.1432247936
854	0.1431161235
855	0.1430287734
856	0.1429347553
857	0.1428454636
858	0.1428299429
859	0.1427609239
860	0.1427197782
861	0.142650427
862	0.1425468921
863	0.1425148671
864	0.1424321031
865	0.1423742998
866	0.1422839095
867	0.142172544
868	0.1420802631
869	0.1420092641
870	0.1419191676
871	0.1418474532
872	0.141720682
873	0.1415986755
874	0.1415312277
875	0.1415191944
876	0.1414403776
877	0.141432713
878	0.1413827404
879	0.1413136319
880	0.1412582046
881	0.1412193583
882	0.1411515528
883	0.1410964576
884	0.1409839041
885	0.1408973716
886	0.1408438732
887	0.1407476707
888	0.1406987072
889	0.1405886702
890	0.1404932341
891	0.140381051
892	0.1402805308
893	0.1402225359
894	0.1402027358
895	0.1401138274
896	0.1399846163
897	0.1399263148
898	0.1398747198
899	0.1397703545
900	0.1396848695
901	0.1396775627
902	0.1395992824
903	0.1395231225
904	0.139511217
905	0.1394416231
906	0.1393694233
907	0.1392912068
908	0.1392157751
909	0.1391110267
910	0.1390569918
911	0.1389814451
912	0.1388656342
913	0.1387770067
914	0.1387024564
915	0.1386574529
916	0.1385768605
917	0.1385624128
918	0.1385051588
919	0.1383648086
920	0.1383330647
921	0.1382751848
922	0.138261031
923	0.1382164618
924	0.1381392417
925	0.1380687025
926	0.1380006288
927	0.1379039536
928	0.1378122476
929	0.1376974841
930	0.1376345712
931	0.1375820819
932	0.1374973123
933	0.1374750085
934	0.1373629788
935	0.1373210027
936	0.1372436932
937	0.1371967352
938	0.1371764753
939	0.1370973775
940	0.1370514542
941	0.1369986584
942	0.1369496949
943	0.1368649763
944	0.1367697957
945	0.1366607168
946	0.1365719999
947	0.1365243649
948	0.1364421757
949	0.1363640869
950	0.1363012379
951	0.1362222933
952	0.1361449965
953	0.1361342279
954	0.1360708934
955	0.1360536354
956	0.1360135883
957	0.1359605498
958	0.1358480729
959	0.1357526368
960	0.135658542
961	0.1355550071
962	0.1354707101
963	0.1354277887
964	0.1353449863
965	0.1352882433
966	0.1352301335
967	0.1351604885
968	0.1350983931
969	0.1350526997
970	0.1349904383
971	0.1349139846
972	0.1348613294
973	0.1347987741
974	0.1347203277
975	0.1346476424
976	0.1345704096
977	0.1344788185
978	0.1344222927
979	0.1343133415
980	0.1342639564
981	0.1342502624
982	0.1341753289
983	0.134164688
984	0.1340727648
985	0.1340110016
986	0.1339389295
987	0.1338213301
988	0.1337833269
989	0.1336832921
990	0.1336245307
991	0.1335446536
992	0.1334671142
993	0.1333477776
994	0.1332724481
995	0.1331651958
996	0.1331047994
997	0.1330554398
998	0.1329329608
999	0.13292955
